the_geom,OBJECTID,GlobalID,Location,Hydrant_ID,Hydrant Number,Street Number,Hydrant Type,Street Name,Hydrant Color & Main Size,Last Used,Nozzle Diameter,Main Diameter,Cross Street,Date Collected,Map Quad,Hydrant Color,Hydrant Valve,Y,Dead End,X,Map Number,Inspection District,Last Used By,Supply Diameter,Comments
POINT (-78.854447025374 42.952394843053),"4,738",{645A845D-3366-44FE-83C8-7B61FE9ADE5B},54N POLE 276,2-4-A2B-0002,2,282,HOWARD IRON,NORWALK,"RED w/ RED CAP, 6",,,6,TACOMA,07/11/2005 12:00:00 AM +0000,A2B,RED w/ RED CAP,YES,"1,075,842.53",NO,"1,075,711.25",2,4,,0,
POINT (-78.82528849621 42.947984635388),"5,316",{748F1A9F-DE56-4286-B1F3-AC4616F3DF30},10W SWC; 28S 28E POLE 88,3-5-A3C-0053,53,SWC,HOWARD IRON,LISBON,"RED w/ RED CAP, 6",,,6,CORDOVA,07/05/2005 12:00:00 AM +0000,A3C,RED w/ RED CAP,NO,"1,074,211.4099999999",NO,"1,083,512.72",3,5,,0,
POINT (-78.823397931252 42.84859487643),"3,951",{E5615DB0-DAA9-4177-8D4C-B4C81CC11E38},44E SEC; 10E POLE 5 OLCOTT,19-10-F2D-0055,55,SEC,KENNEDY K-81,SOUTH PARK,"RED w/ RED CAP, 6",,,6,OLCOTT,08/30/2006 12:00:00 AM +0000,F2D,RED w/ RED CAP,YES,"1,037,987.589",NO,"1,083,915.574",19,10,,0,
POINT (-78.85019848621 42.902296139622),"1,186",{8A52C10D-9F20-4107-A018-995E62B83997},,12-8-D2A-0110,110,OPP 71,HOWARD IRON,TIMON,"RED w/ WHITE CAP, 36",,,36,E NORTH,01/01/1990 12:00:00 AM +0000,D2A,RED w/ WHITE CAP,YES,"1,057,580.4380000001",NO,"1,076,790.716",12,8,,0,
POINT (-78.8773547636 42.889230681036),744,{D8157C38-CA19-4E2F-AE75-A39AC65261C2},6S POLE 174,11-1-D1C-0059,59,SWC,MUELLER,DELAWARE,"RED w/ RED CAP, 12",,,12,W HURON,09/15/2006 12:00:00 AM +0000,D1C,RED w/ RED CAP,YES,"1,052,843.0060000001",NO,"1,069,498.121",11,1,,0,
POINT (-78.802246806558 42.923840380158),"6,801",{FD655925-12C3-48C9-B1EC-B6888BA93E5D},20N POLE 34,7-6-B3C-0116,116,34/40,HOWARD IRON,EDISON,"RED w/ RED CAP, 6",,,6,E DELAVAN,03/08/2006 12:00:00 AM +0000,B3C,RED w/ RED CAP,YES,"1,065,395.1299999999",NO,"1,089,658.8",7,6,,0,
POINT (-78.847517001697 42.874604092061),"2,783",{13506181-848D-45F4-8871-E251C0A1DEC0},15W POLE 758,15-11-E2C-0002,2,OPP 799,MUELLER,SENECA,"RED w/ RED CAP, 8",,,8,GRIFFIN,09/25/2006 12:00:00 AM +0000,E2C,RED w/ RED CAP,YES,"1,047,485.884",NO,"1,077,477.4939999999",15,11,,0,
POINT (-78.820201406736 42.956601860241),"5,372",{D802C3B7-6AD5-4BAF-BB93-725046931783},25N NWC; OUTSIDE DOOR C16; HYDRANT B-0550,4-5-A4A-0005,5,NWC,MUELLER,CAPEN,"RED w/ RED CAP, 6",,,6,MAIN,06/13/2005 12:00:00 AM +0000,A4A,RED w/ RED CAP,YES,"1,077,348.0900000001",NO,"1,084,883.54",4,5,,0,
POINT (-78.808924860205 42.944151302619),"5,470",{BCE045AA-C119-44B2-8C31-01C2F0413BBA},50E POLE 417,4-5-A4C-0056,56,423,OTHER,SHIRLEY,"RED w/ RED CAP, 8",,,8,SUFFOLK,06/20/2005 12:00:00 AM +0000,A4C,RED w/ RED CAP,YES,"1,072,802.1699999999",NO,"1,087,890.03",4,5,,0,
POINT (-78.834787303707 42.883346894917),"3,250",{C2A3AC41-724A-4FC3-939D-F4D8791A8F52},7S POLE 515,15-9-E2B-0012,12,SEC,KENNEDY K-11,HOWARD,"RED w/ RED CAP, 6",,,6,METCALFE,08/03/2006 12:00:00 AM +0000,E2B,RED w/ RED CAP,YES,"1,050,661.7209999999",NO,"1,080,899.1939999999",15,9,,0,
POINT (-78.884636458471 42.916798164152),"7,026",{7C38F118-FABB-41CD-B51F-08EE98D569AC},20S SWC; 10N POLE 40,8-2-C1A-0080,80,SWC,KENNEDY K-81,BRECKENRIDGE,"RED w/ RED CAP, 8",,,8,S PUTNAM,07/24/2006 12:00:00 AM +0000,C1A,RED w/ RED CAP,YES,"1,062,896.824",NO,"1,067,582.6969999999",8,2,,0,
POINT (-78.829693956277 42.940107013049),"6,425",{4FB69720-3403-402B-A23A-3545A25224D6},30S POLE 216,7-5-B3A-0004,4,215,OTHER,EAST AMHERST,"RED w/ RED CAP, 12",,,12,MANHATTAN,02/22/2006 12:00:00 AM +0000,B3A,RED w/ RED CAP,YES,"1,071,343.8300000001",NO,"1,082,324.8300000001",7,5,,0,
POINT (-78.893803426711 42.911977829299),"7,292",{726D8641-1A01-420F-8065-2FCAF668DE09},20S SWC; 25N POLE 470,8-2-C1D-0023,23,SWC,HOWARD IRON,HAMPSHIRE,"RED w/ RED CAP, 6",,,6,NORMAL,07/24/2006 12:00:00 AM +0000,C1D,RED w/ RED CAP,YES,"1,061,148.9850000001",NO,"1,065,120.6910000001",8,2,,0,
POINT (-78.827233136856 42.951618446068),"5,226",{732B53D3-AE66-437A-B631-659FB500D48E},40W SWC; OPP POLE 38,3-5-A3B-0083,83,SWC,OTHER,WEST WINSPEAR,"RED w/ RED CAP, 6",,,6,TYLER,06/22/2005 12:00:00 AM +0000,A3B,RED w/ RED CAP,YES,"1,075,537.26",NO,"1,082,995.9199999999",3,5,,0,
POINT (-78.895106690785 42.899906424334),890,{F810391F-1B58-45A7-8005-49831935F319},22W POLE 170; N SIDE PORTER AT FRONT PARK,11-2-D1A-0032,32,RAMP,MUELLER,PORTER,"RED w/ WHITE CAP, 60",,,60,BUSTI,08/30/2006 12:00:00 AM +0000,D1A,RED w/ WHITE CAP,YES,"1,056,750.872",NO,"1,064,755.2649999999",11,2,,0,
POINT (-78.830430407424 42.95427872249),"5,217",{0DD9AAA4-40D4-4828-B59B-045F64186D6F},5E SEC; IN LINE WITH E/W MAPLES,3-5-A3B-0074,74,SEC,HOWARD IRON,MERRIMAC,"RED w/ RED CAP, 6",,,6,MILDRED,06/22/2005 12:00:00 AM +0000,A3B,RED w/ RED CAP,NO,"1,076,509.3",NO,"1,082,142.8100000001",3,5,,0,
POINT (-78.859746861709 42.878429821745),"3,095",{28C6A328-69BC-4F73-80CB-49CD6BC3EE92},42E POLE 265,15-8-E2A-0077,77,267/271,KENNEDY K-81,MYRTLE,"RED w/ RED CAP, 8",,,8,SPRING,09/20/2006 12:00:00 AM +0000,E2A,RED w/ RED CAP,YES,"1,048,890.6799999999",NO,"1,074,203.8670000001",15,8,,0,
POINT (-78.813028745519 42.934382249777),"6,460",{2AED2F3F-6AF9-4DBE-B998-E8DC904DAFE1},ON BUILDING; 10NE POLE 1501,7-5-B3A-0044,44,,KENNEDY K-11,CLYDE,"RED w/ RED CAP, 6",,,6,HUTCHINSON,02/22/2006 12:00:00 AM +0000,B3A,RED w/ RED CAP,YES,"1,069,244.8100000001",NO,"1,086,781.5",7,5,,0,
POINT (-78.897651601811 42.905526839158),"7,363",{4E77D03F-944F-4B09-AE00-B8E94CDE3C49},18E NEC; 4E ONE WAY SIGN; 8W NO PARKING,8-2-C1D-0094,94,NEC,HOWARD IRON,RHODE ISLAND,"RED w/ RED CAP, 8",,,8,SEVENTH,07/26/2006 12:00:00 AM +0000,C1D,RED w/ RED CAP,YES,"1,058,801.7579999999",NO,"1,064,081.0319999999",8,2,,0,
POINT (-78.878824919729 42.914064438658),"7,146",{62B9653B-AC25-4DDC-BD82-5CD939418C5F},27W SWC; 12W STOP SIGN,8-2-C1B-0061,61,SWC,KENNEDY K-81,HIGHLAND,"RED w/ RED CAP, 6",,,6,ASHLAND,07/11/2006 12:00:00 AM +0000,C1B,RED w/ RED CAP,YES,"1,061,895",NO,"1,069,135.915",8,2,,0,
POINT (-78.835496134213 42.859254223393),"3,713",{0FD6A086-AA62-4D17-918D-B7B9842F0442},32W 6N 1320 SOUTH PARK; 2W STREET SIGN,1718-11-F1B-0032,32,1316,MUELLER,SOUTH PARK,"RED w/ RED CAP, 6",,,6,BERTHA,06/07/2006 12:00:00 AM +0000,F1B,RED w/ RED CAP,YES,"1,041,881.811",NO,"1,080,682.9280000001","1,718",11,,0,
POINT (-78.850250308846 42.901927381894),"1,185",{DCA8587A-C54D-4330-94E3-D100C00A548F},62 TIMON,12-8-D2A-0109,109,SWC,HOWARD IRON,E NORTH,"RED w/ RED CAP, 8",,,8,TIMON,01/01/1990 12:00:00 AM +0000,D2A,RED w/ RED CAP,YES,"1,057,446.0889999999",NO,"1,076,776.405",12,8,,0,
POINT (-78.866179062229 42.90960192082),"7,816",{195E5798-9DDB-4711-88F2-470D483561BB},7W POLE WITH NO STANDING SIGN,9-7-C2D-0047,47,NEC,KENNEDY K-81,MAIN,"RED w/ RED CAP, 8",,,8,RILEY,10/11/2006 12:00:00 AM +0000,C2D,RED w/ RED CAP,YES,"1,060,257",NO,"1,072,518",9,7,,0,
POINT (-78.844697610893 42.901875950809),"1,274",{EFF96572-07C7-4625-9A40-74BEF75B6D49},OPP 349 HERMAN,12-8-D2B-0032,32,SWC,KENNEDY K-81,E NORTH,"RED w/ RED CAP, 6",,,6,HERMAN,01/01/1990 12:00:00 AM +0000,D2B,RED w/ RED CAP,YES,"1,057,422.676",NO,"1,078,264.0859999999",12,8,,0,
POINT (-78.90514918651 42.944301419739),"2,384",{D9104AD2-ACE5-44C1-8B5C-007189F5FA39},14S SEC; 40N POLE 480,1-3-A1D-0047,47,SEC,HOWARD IRON,ARTHUR,"RED w/ RED CAP, 6",,,6,EAST,08/01/2005 12:00:00 AM +0000,A1D,RED w/ RED CAP,YES,"1,072,940.73",NO,"1,062,126.3700000001",1,3,,0,
POINT (-78.861121084349 42.87793287875),"2,777",{4EEC1B8D-4060-42DF-AA85-76B621ED62DD},54W NO PARKING SIGN,15-11-E2A-0041,41,OPP 412,MUELLER,SENECA,"RED w/ RED CAP, 12",,,12,CEDAR,09/21/2006 12:00:00 AM +0000,E2A,RED w/ RED CAP,YES,"1,048,710.7830000001",NO,"1,073,834.933",15,11,,0,
POINT (-78.875373372991 42.908872560412),"7,219",{B1F85958-A705-4C47-8F63-0A722AC280CD},75W SWC; 50W POLE 216,8-2-C1C-0052,52,SWC,HOWARD IRON,BRYANT,"RED w/ RED CAP, 6",,,6,OAKLAND,07/27/2006 12:00:00 AM +0000,C1C,RED w/ RED CAP,YES,"1,059,999.5989999999",NO,"1,070,053.943",8,2,,0,
POINT (-78.878273696652 42.894376080509),798,{D73B91F1-184A-4E5B-8D56-1BD08B9E8705},10E POLE 319,11-1-D1C-0113,113,SEC,MUELLER,TUPPER,"RED w/ RED CAP, 10",,,10,CAROLINA,09/19/2006 12:00:00 AM +0000,D1C,RED w/ RED CAP,YES,"1,054,719.095",NO,"1,069,258.4299999999",11,1,,0,
POINT (-78.907007932781 42.956144897999),"2,097",{9E9E49BA-8E21-45B1-A1CA-4937D98001D5},OPP POLE 1023,1-3-A1A-0037,37,SEC,KENNEDY K-81,TONAWANDA,"RED w/ RED CAP, 12",,,12,ESSER,07/26/2005 12:00:00 AM +0000,A1A,RED w/ RED CAP,YES,"1,077,259.01",NO,"1,061,645.3100000001",1,3,,0,
POINT (-78.870909317824 42.886948134783),972,{7F7D7B9C-4FC2-4111-820E-207A7F224B96},15N NEC; 18S POLE 3-1,11-8-D1C-0014,14,NEC,RD WOOD,HERSEE,"RED w/ RED CAP, 4",,,4,BLOSSOM,09/06/2006 12:00:00 AM +0000,D1C,RED w/ RED CAP,YES,"1,052,005.172",NO,"1,071,222.568",11,8,,0,
POINT (-78.898210660024 42.9043477724),883,{022811D4-6E79-4CFF-9D8D-1453A3563ABA},22S POLE 775,11-2-D1A-0025,25,771,HOWARD IRON,BUSTI,"RED w/ RED CAP, 6",,,6,VERMONT,08/30/2006 12:00:00 AM +0000,D1A,RED w/ RED CAP,YES,"1,058,372.6089999999",NO,"1,063,929.6440000001",11,2,,0,
POINT (-78.880043791348 42.923285017576),"5,683",{06952294-B51E-4DF9-B277-BF7E51C5B80F},49 DORCHESTER; 26N 15E POLE 48,5-2-B1C-0089,89,NWC,HOWARD IRON,DORCHESTER,"RED w/ RED CAP, 6",,,6,CLAREMONT,09/15/2006 12:00:00 AM +0000,B1C,RED w/ RED CAP,YES,"1,065,256.581",NO,"1,068,821.2560000001",5,2,,0,
POINT (-78.877004809981 42.90232425438),911,{4C36FB02-6229-4FCE-9DE4-A2D33FB159D0},12E NEC; 2W BUS STOP SIGN,11-2-D1B-0008,8,NEC,MUELLER,ELMWOOD,"RED w/ WHITE CAP, 48",,,48,NORTH,08/31/2006 12:00:00 AM +0000,D1B,RED w/ WHITE CAP,YES,"1,057,614.601",NO,"1,069,608.5519999999",11,2,,0,
POINT (-78.870686392807 42.957571590001),"4,715",{2DE46C09-B5B0-453D-AD74-E04FD39696EE},22E POLE 30,2-4-A2A-0028,28,30,OTHER,RAMSDELL,"RED w/ RED CAP, 6",,,6,DELAWARE,07/14/2005 12:00:00 AM +0000,A2A,RED w/ RED CAP,NO,"1,077,743.6399999999",NO,"1,071,370.22",2,4,,0,
POINT (-78.88576420896 42.918488768591),"6,980",{B99608CE-30F6-43D9-9264-1CB55E05F6E8},13S SWC; 5S 20E STREET SIGN,8-2-C1A-0034,34,SWC,MUELLER,AUBURN,"RED w/ RED CAP, 6",,,6,BAYNES,07/13/2006 12:00:00 AM +0000,C1A,RED w/ RED CAP,YES,"1,063,514.047",NO,"1,067,282.825",8,2,,0,
POINT (-78.803180695464 42.943334629642),"5,424",{CCD4FBE6-26B6-4952-ACBD-F38352F2E62D},40NE NEC; 5NE POLE 1,4-5-A4C-0009,9,SEC,MUELLER,EGGERT,"RED w/ RED CAP, 6",,,6,BURKE,06/17/2005 12:00:00 AM +0000,A4C,RED w/ RED CAP,YES,"1,072,500.46",NO,"1,089,427.24",4,5,,0,
POINT (-78.803012315882 42.931333174762),"6,665",{7138D9A3-A940-41BA-9148-42E26B0F2608},,7-6-B3B-0101,101,324,KENNEDY K-81,OAKMONT,"RED w/ RED CAP, 0",,,0,HEMPSTEAD,02/24/2006 12:00:00 AM +0000,B3B,RED w/ RED CAP,YES,"1,068,126.4099999999",NO,"1,089,460.8999999999",7,6,,0,
POINT (-78.865533551338 42.887131785942),"1,442",{94417866-28EB-4D75-81B7-B6C4C88C0D0C},27S SEC,12-8-D2D-0024,24,SEC,MUELLER,BROADWAY,"RED w/ RED CAP, 6",,,6,MILNOR,10/12/2006 12:00:00 AM +0000,D2D,RED w/ RED CAP,YES,"1,052,067.2279999999",NO,"1,072,663.4750000001",12,8,,0,
POINT (-78.876630522733 42.877932914266),"2,492",{421D8B4E-F54C-4421-A869-7B6FF9C29C90},13S 6E SWC DONOVAN BLDG; 3W NWC PARKING LOT,14-11-E1B-0048,48,,MUELLER,MAIN,"RED w/ YELOW CAP, 10",,,10,LOWER TERRACE,06/13/2006 12:00:00 AM +0000,E1B,RED w/ YELOW CAP,YES,"1,048,724.8929999999",YES,"1,069,677.8640000001",14,11,,0,
POINT (-78.872143074316 42.938803920189),"6,030",{3F7C34D0-4EE9-49CA-81A2-4F5C6BF1F459},34S 28E POLE 334-1,5-4-B1B-0010,10,331,HOWARD IRON,NORTH LINCOLN,"RED w/ RED CAP, 6",,,6,BEDFORD,08/08/2005 12:00:00 AM +0000,B1B,RED w/ RED CAP,YES,"1,070,905.0800000001",NO,"1,070,956.79",5,4,,0,
POINT (-78.84591024746 42.900238286769),"1,258",{AB467F85-746A-4D7E-A815-FC15D190D50F},322 FOX,12-8-D2B-0016,16,NWC,KENNEDY K-11,HIGH,"RED w/ RED CAP, 6",,,6,FOX,01/01/1990 12:00:00 AM +0000,D2B,RED w/ RED CAP,YES,"1,056,826.844",NO,"1,077,937.321",12,8,,0,
POINT (-78.814782168564 42.913755906768),181,{2CD164CE-A5E6-4529-8719-0AACEAE06CEE},20W 20N POLE 49,10-6-C3B-0091,91,48,HOWARD IRON,WENDE,"RED w/ RED CAP, 6",,,6,E FERRY,04/07/2006 12:00:00 AM +0000,C3B,RED w/ RED CAP,YES,"1,061,728.8400000001",NO,"1,086,291.27",10,6,,0,
POINT (-78.829276348195 42.85514410278),"4,015",{3B661737-F739-47E4-BB9E-5F699CB1D87E},45S SWC; 40N POLE 156 DURANT,19-10-F2D-0119,119,SWC,KENNEDY K-81,DURANT,"RED w/ RED CAP, 6",,,6,GOOD,08/31/2006 12:00:00 AM +0000,F2D,RED w/ RED CAP,YES,"1,040,378.9669999999",NO,"1,082,346.176",19,10,,0,
POINT (-78.890705440806 42.893797015041),831,{AA242C19-0E3E-4F20-8EBC-31B47EDABD9B},10N POLE 271,11-1-D1D-0019,19,271,MUELLER,EFNER,"RED w/ RED CAP, 8",,,8,HUDSON,09/06/2006 12:00:00 AM +0000,D1D,RED w/ RED CAP,YES,"1,054,519.9739999999",NO,"1,065,926.4040000001",11,1,,0,
POINT (-78.854195626386 42.954624295618),"4,741",{1EFE08ED-5AD6-4497-A5CA-A165B9724465},26N 34W POLE 277,2-4-A2B-0005,5,274,MUELLER,NORWALK,"RED w/ RED CAP, 10",,,10,TAUNTON,07/11/2005 12:00:00 AM +0000,A2B,RED w/ RED CAP,YES,"1,076,654.8400000001",NO,"1,075,781.1699999999",2,4,,0,
POINT (-78.8086626917 42.888529635575),"1,910",{672700FB-AF2A-418C-B0F9-03A8511B25D5},45N 33W POLE 129,13-9-D3C-0043,43,134/136,HOWARD IRON,LONGNECKER,"RED w/ RED CAP, 0",,,6,LUDINGTON,04/20/2006 12:00:00 AM +0000,D3C,RED w/ RED CAP,YES,"1,052,530.73",NO,"1,087,905.9399999999",13,9,,0,
POINT (-78.902352482398 42.946709818132),"2,419",{A0D674BD-B333-4F80-8BF6-4A189845553B},6E SEC; 36S POLE 657,1-3-A1D-0083,83,SEC,MUELLER,TONAWANDA,"RED w/ RED CAP, 8",,,8,REVIEW,08/02/2005 12:00:00 AM +0000,A1D,RED w/ RED CAP,YES,"1,073,815.6200000001",NO,"1,062,878.51",1,3,,0,
POINT (-78.845910402915 42.874378398797),"2,785",{D52909C4-2BFB-4638-818B-8E36428B38D7},70W POLE 810,15-11-E2C-0004,4,798,MUELLER,CARROLL,"RED w/ RED CAP, 8",,,8,HYDRAULIC,09/25/2006 12:00:00 AM +0000,E2C,RED w/ RED CAP,YES,"1,047,402.284",YES,"1,077,907.885",15,11,,0,
POINT (-78.814926471636 42.840514244137),"4,353",{F0FC7B3C-097A-48FF-8E8E-D02AD7E662F7},69N POLE 305 MCKINLEY,21-10-G2B-0015,15,315,MATHEWS NEW,MCKINLEY,"RED w/ RED CAP, 6",,,6,RAMONA,10/28/2004 12:00:00 AM +0000,G2B,RED w/ RED CAP,YES,"1,035,036.29",NO,"1,086,179.2",21,10,,0,
POINT (-78.863844720415 42.89199178036),"1,464",{99A2097E-8B01-42F8-913C-EC65C027DD64},28S SWC; 10N POLE 150,12-8-D2D-0051,51,SWC,MUELLER,GENESEE,"RED w/ RED CAP, 6",,,6,SPRUCE,10/12/2006 12:00:00 AM +0000,D2D,RED w/ RED CAP,YES,"1,053,836.9269999999",NO,"1,073,121.9750000001",12,8,,0,
POINT (-78.801984776859 42.936528145953),"6,607",{CE7AE6D3-D42A-43CD-B8D3-15F587569D0B},,7-6-B3B-0043,43,SEC,MATHEWS OLD,HASTINGS,"RED w/ RED CAP, 6",,,6,KAY,02/22/2006 12:00:00 AM +0000,B3B,RED w/ RED CAP,YES,"1,070,019",NO,"1,089,741",7,6,,0,
POINT (-78.861819727841 42.94158444196),"4,928",{4C044974-66AD-4EC4-A34F-F8315B12A56D},44S POLE 39,2-4-A2C-0091,91,35,MUELLER,NEW AMSTERDAM,"RED w/ RED CAP, 6",,,6,AMHERST,07/08/2005 12:00:00 AM +0000,A2C,RED w/ RED CAP,NO,"1,071,909.1200000001",NO,"1,073,724.4399999999",2,4,,0,
POINT (-78.890062011359 42.923121274921),"5,765",{FF5701FA-F585-4FED-B3BE-8FCACE1BA1EB},81N POLE 326,5-2-B1D-0062,62,336,OTHER,GRANT,"RED w/ RED CAP, 10",,,10,POTOMAC,09/14/2006 12:00:00 AM +0000,B1D,RED w/ RED CAP,YES,"1,065,206.5279999999",NO,"1,066,137.774",5,2,,0,
POINT (-78.858807523109 42.92064245193),"7,457",{0C99DE40-D767-48FE-8CFD-D750B29A3324},40S POLE 1789,9-7-C2A-0011,11,SEC,KENNEDY K-81,MAIN,"RED w/ WHITE CAP, 16",,,16,LAFAYETTE,09/26/2006 12:00:00 AM +0000,C2A,RED w/ WHITE CAP,YES,"1,064,274.1580000001",NO,"1,074,505.9909999999",9,7,,0,
POINT (-78.875977353005 42.896928031613),670,{8AF4CA41-4CC8-42C8-B251-6B47E9D1EADE},5S POLE 4,11-1-D1B-0102,102,NWC,MUELLER,VIRGINIA,"RED w/ RED CAP, 8",,,8,PARK,09/01/2006 12:00:00 AM +0000,D1B,RED w/ RED CAP,YES,"1,055,647",NO,"1,069,877",11,1,,0,
POINT (-78.827222491943 42.908168227486),399,{32C1F446-EA18-4DAF-8928-82A30BFEDD7A},37N POLE 15,10-6-C3D-0047,47,,OTHER,BARTHEL,"RED w/ RED CAP, 6",,,6,FOUGERON,10/03/2006 12:00:00 AM +0000,C3D,RED w/ RED CAP,YES,"1,059,701.831",NO,"1,082,952.8589999999",10,6,,0,
POINT (-78.80615826549 42.896793179297),"1,853",{EF7071B9-B4F1-4F62-920B-0126340C4B4E},10S NO PARKING SIGN,13-9-D3B-0022,22,OPP 435,OTHER,BENZINGER,"RED w/ RED CAP, 0",,,6,KING,04/20/2006 12:00:00 AM +0000,D3B,RED w/ RED CAP,YES,"1,055,540.5700000001",NO,"1,088,585.0700000001",13,9,,0,
POINT (-78.83672813883 42.900857626128),"1,037",{17D5BF53-C59C-4441-B9C7-858EF3B399BE},16E STOP SIGN,12-6-D2B-0016,16,SWC,MUELLER,MILLS,"RED w/ RED CAP, 6",,,6,A,01/01/1990 12:00:00 AM +0000,D2B,RED w/ RED CAP,YES,"1,057,045.02",NO,"1,080,398.2379999999",12,6,,0,
POINT (-78.86525258199 42.912912502225),"7,525",{E7AC7064-75FD-4420-8C73-C57ADF7FFE89},,9-7-C2A-0080,80,1437,MUELLER,MAIN,"RED w/ WHITE CAP, 20",,,20,GLENWOOD,09/27/2006 12:00:00 AM +0000,C2A,RED w/ WHITE CAP,YES,"1,061,462.7039999999",NO,"1,072,770.2439999999",9,7,,0,
POINT (-78.840089535493 42.868380724139),"2,856",{16EE3A0F-B4F6-464F-8B3A-9198DB7F8D2E},30N POLE 28,15-11-E2C-0077,77,,OTHER,PEABODY,"RED w/ RED CAP, 6",,,6,ELK,09/26/2006 12:00:00 AM +0000,E2C,RED w/ RED CAP,YES,"1,045,211.644",NO,"1,079,461.5049999999",15,11,,0,
POINT (-78.818228456713 42.873194197798),"3,584",{EB77F6D9-E83A-438B-94BD-1E464D729AC6},28N POLE 34,16-9-E3D-0061,61,DEAD END,HOWARD IRON,OLSEN,"RED w/ RED CAP, 6",,,6,CLINTON,08/02/2006 12:00:00 AM +0000,E3D,RED w/ RED CAP,YES,"1,046,948.789",YES,"1,085,326.8300000001",16,9,,0,
POINT (-78.809416441698 42.857036767646),"4,141",{1224F7A2-83DB-41A7-BBBE-25D4608E7684},44S 32W POLE 113 GEARY,19-9-F2B-0098,98,110,HOWARD IRON,GEARY,"RED w/ RED CAP, 6",,,6,SENECA,06/02/2005 12:00:00 AM +0000,F2B,RED w/ RED CAP,YES,"1,041,053.8199999999",NO,"1,087,673.1299999999",19,9,,0,
POINT (-78.807817413753 42.870315831238),"3,484",{8AC01028-A3CD-4C8F-92A7-F2072FA02F67},63S POLE 212,16-9-E3C-0073,73,208,MUELLER,WEIMAR,"RED w/ RED CAP, 6",,,6,CLINTON,07/27/2006 12:00:00 AM +0000,E3C,RED w/ RED CAP,YES,"1,045,892.1679999999",NO,"1,088,114.7679999999",16,9,,0,
POINT (-78.821039586889 42.950385985354),"5,409",{6F61388C-8594-43AD-A4FC-29E4780D4820},OPP PARKER LOT; 40W PARKER HALL; HYDRANT #4,4-5-A4A-0043,43,UB CAMPUS,KENNEDY K-11,,"OTHER, 6",,,6,,06/14/2005 12:00:00 AM +0000,A4A,OTHER,YES,"1,075,083.3400000001",YES,"1,084,652.76",4,5,,0,
POINT (-78.867550553271 42.890440779972),984,{FF4B2715-FF49-4409-919D-9BF1493687BA},60S SEC; 47S POLE 329,11-8-D1C-0028,28,SEC,KENNEDY K-11,ELM,"RED w/ RED CAP, 10",,,10,GENESEE,09/06/2006 12:00:00 AM +0000,D1C,RED w/ RED CAP,YES,"1,053,275",NO,"1,072,127",11,8,,0,
POINT (-78.847198255188 42.895073613959),"1,339",{E5EDF61E-7781-468F-AC97-E929F053D2ED},25W SWC; 3W BUS STOP SIGN,12-8-D2C-0012,12,SWC,KENNEDY K-11,SYCAMORE,"RED w/ RED CAP, 12",,,12,SHERMAN,12/04/2006 12:00:00 AM +0000,D2C,RED w/ RED CAP,YES,"1,054,945.6699999999",NO,"1,077,586.314",12,8,,0,
POINT (-78.834123433383 42.877610643499),"3,242",{54BBB441-9EBE-4305-89AE-A23C9FF553A9},46N POLE 1095,15-9-E2B-0004,4,NEC,MUELLER,CLINTON,"RED w/ RED CAP, 6",,,6,CLEMO,08/03/2006 12:00:00 AM +0000,E2B,RED w/ RED CAP,YES,"1,048,570.633",NO,"1,081,070.892",15,9,,0,
POINT (-78.800024304179 42.869597505006),"3,415",{0C5FE84A-F0AB-4415-8C5C-19470BFC5551},20S 36E POLE88,16-9-E3C-0004,4,85,RD WOOD,PIERCE,"RED w/ RED CAP, 6",,,6,CASIMIR,07/26/2006 12:00:00 AM +0000,E3C,RED w/ RED CAP,YES,"1,045,624.905",NO,"1,090,203.175",16,9,,0,
POINT (-78.8170123161 42.837918304523),"4,374",{6129B71B-FEBE-4C19-BA0B-A5A0AE6F6ADD},13W 32S POLE 370,21-10-G2B-0036,36,365,MATHEWS NEW,OKELL,"RED w/ RED CAP, 6",,,6,MCKINLEY,04/15/2005 12:00:00 AM +0000,G2B,RED w/ RED CAP,YES,"1,034,091.76",NO,"1,085,617.1599999999",21,10,,0,
POINT (-78.832541046415 42.91766683447),425,{0365C3BF-33CC-4BD1-9D04-732EF5340960},18S 16E POLE 108,10-7-C3A-0009,9,OPP 128,MUELLER,DUTTON,"RED w/ RED CAP, 8",,,8,NORTHLAND,04/21/2006 12:00:00 AM +0000,C3A,RED w/ RED CAP,YES,"1,063,167.76",NO,"1,081,538.25",10,7,,0,
POINT (-78.834440487977 42.870455460276),"2,839",{35965FFA-0810-4FF1-B5CD-ED71AA2224FE},3E LIGHT POLE,15-11-E2C-0058,58,NWC,KENNEDY K-81,SENECA,"RED w/ RED CAP, 10",,,10,BABCOCK,09/26/2006 12:00:00 AM +0000,E2C,RED w/ RED CAP,YES,"1,045,963.2070000001",NO,"1,080,978.1340000001",15,11,,0,
POINT (-78.859844326149 42.865883712917),"3,670",{F7FAB51C-8E3F-49A1-929C-7EB17DE0608D},45E 6S POLE 74,1718-11-F1A-0062,62,73,KENNEDY K-81,HAMBURG,"RED w/ RED CAP, 10",,,10,REPUBLIC,06/07/2006 12:00:00 AM +0000,F1A,RED w/ RED CAP,YES,"1,044,318.385",NO,"1,074,162.73","1,718",11,,0,
